R,G,B,cebolla,manzana,limon,zanahoria
38,39,45,1,0,0,0
38,39,45,1,0,0,0
37,38,43,1,0,0,0
38,39,45,1,0,0,0
37,39,45,1,0,0,0
38,38,43,1,0,0,0
38,38,45,1,0,0,0
38,40,44,1,0,0,0
38,38,44,1,0,0,0
38,39,45,1,0,0,0
31,40,45,1,0,0,0
38,40,43,1,0,0,0
38,39,44,1,0,0,0
38,38,45,1,0,0,0
38,40,43,1,0,0,0
38,39,44,1,0,0,0
38,39,45,1,0,0,0
38,40,45,1,0,0,0
38,39,45,1,0,0,0
37,39,45,1,0,0,0
38,39,44,1,0,0,0
38,40,45,1,0,0,0
38,39,45,1,0,0,0
38,38,45,1,0,0,0
37,40,44,1,0,0,0
38,39,45,1,0,0,0
38,40,45,1,0,0,0
38,40,45,1,0,0,0
38,39,44,1,0,0,0
38,38,45,1,0,0,0
37,39,45,1,0,0,0
38,40,44,1,0,0,0
37,39,45,1,0,0,0
38,39,43,1,0,0,0
31,39,44,1,0,0,0
37,40,44,1,0,0,0
38,39,45,1,0,0,0
37,39,45,1,0,0,0
38,40,44,1,0,0,0
38,39,43,1,0,0,0
38,39,43,1,0,0,0
38,33,45,1,0,0,0
38,39,45,1,0,0,0
37,39,45,1,0,0,0
38,39,44,1,0,0,0
38,40,45,1,0,0,0
38,39,39,1,0,0,0
38,38,44,1,0,0,0
37,33,45,1,0,0,0
38,39,44,1,0,0,0
32,39,45,1,0,0,0
38,40,46,1,0,0,0
38,38,43,1,0,0,0
38,39,44,1,0,0,0
38,39,44,1,0,0,0
38,38,45,1,0,0,0
38,39,45,1,0,0,0
37,39,44,1,0,0,0
38,39,45,1,0,0,0
38,38,45,1,0,0,0
37,38,45,1,0,0,0
38,39,40,1,0,0,0
38,40,45,1,0,0,0
38,39,45,1,0,0,0
37,39,45,1,0,0,0
37,40,43,1,0,0,0
38,39,44,1,0,0,0
37,38,45,1,0,0,0
38,40,45,1,0,0,0
38,39,43,1,0,0,0
38,39,45,1,0,0,0
38,40,45,1,0,0,0
38,39,45,1,0,0,0
38,38,45,1,0,0,0
38,39,43,1,0,0,0
38,40,45,1,0,0,0
37,40,43,1,0,0,0
38,40,45,1,0,0,0
37,40,45,1,0,0,0
38,39,44,1,0,0,0
38,38,44,1,0,0,0
38,39,44,1,0,0,0
38,33,44,1,0,0,0
38,39,43,1,0,0,0
38,39,43,1,0,0,0
38,39,44,1,0,0,0
38,40,45,1,0,0,0
38,38,43,1,0,0,0
38,40,44,1,0,0,0
38,39,38,1,0,0,0
38,39,45,1,0,0,0
38,39,44,1,0,0,0
37,38,45,1,0,0,0
38,40,44,1,0,0,0
37,38,44,1,0,0,0
37,38,44,1,0,0,0
38,40,43,1,0,0,0
37,39,37,1,0,0,0
37,39,43,1,0,0,0
38,39,44,1,0,0,0
37,40,46,1,0,0,0
37,39,43,1,0,0,0
38,39,43,1,0,0,0
37,39,44,1,0,0,0
37,39,44,1,0,0,0
38,39,45,1,0,0,0
38,39,44,1,0,0,0
37,39,43,1,0,0,0
37,39,39,1,0,0,0
38,39,44,1,0,0,0
38,33,44,1,0,0,0
37,39,44,1,0,0,0
32,38,44,1,0,0,0
38,39,44,1,0,0,0
38,38,44,1,0,0,0
38,39,44,1,0,0,0
38,39,38,1,0,0,0
37,39,44,1,0,0,0
38,38,43,1,0,0,0
38,40,45,1,0,0,0
37,39,43,1,0,0,0
32,39,44,1,0,0,0
37,38,44,1,0,0,0
37,38,44,1,0,0,0
38,39,44,1,0,0,0
38,39,44,1,0,0,0
37,39,44,1,0,0,0
38,34,43,1,0,0,0
37,39,45,1,0,0,0
38,38,44,1,0,0,0
38,39,44,1,0,0,0
37,39,44,1,0,0,0
38,39,44,1,0,0,0
38,39,43,1,0,0,0
37,39,39,1,0,0,0
38,39,45,1,0,0,0
37,33,45,1,0,0,0
38,39,44,1,0,0,0
38,38,44,1,0,0,0
37,39,43,1,0,0,0
38,40,43,1,0,0,0
37,39,44,1,0,0,0
38,38,45,1,0,0,0
37,39,44,1,0,0,0
37,39,45,1,0,0,0
37,39,44,1,0,0,0
38,40,44,1,0,0,0
37,39,45,1,0,0,0
38,40,44,1,0,0,0
38,40,43,1,0,0,0
37,38,45,1,0,0,0
38,38,45,1,0,0,0
37,40,44,1,0,0,0
37,32,45,1,0,0,0
38,38,44,1,0,0,0
37,39,45,1,0,0,0
38,39,44,1,0,0,0
38,39,45,1,0,0,0
37,39,43,1,0,0,0
37,39,39,1,0,0,0
37,40,45,1,0,0,0
37,39,45,1,0,0,0
38,39,45,1,0,0,0
32,39,44,1,0,0,0
38,40,44,1,0,0,0
38,39,45,1,0,0,0
38,40,44,1,0,0,0
38,38,39,1,0,0,0
37,39,44,1,0,0,0
37,39,45,1,0,0,0
38,40,43,1,0,0,0
38,39,44,1,0,0,0
31,39,45,1,0,0,0
38,39,45,1,0,0,0
37,40,45,1,0,0,0
37,39,44,1,0,0,0
37,39,43,1,0,0,0
